https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume EOS
1600300800000,2020-09-17 00:00:00,EOS/USD,2.7159,2.786,2.7002,2.7433,2175326.9701259355,792959.92787006
1600214400000,2020-09-16 00:00:00,EOS/USD,2.7087,2.759,2.5828,2.7199,3539580.7630117885,1301364.30126541
1600128000000,2020-09-15 00:00:00,EOS/USD,2.7352,2.78803719,2.69867235,2.7084,4646508.564519215,1715591.70156521
1600041600000,2020-09-14 00:00:00,EOS/USD,2.7248,2.768,2.6914,2.7317,1512636.7126891692,553734.5655413
1599955200000,2020-09-13 00:00:00,EOS/USD,2.8107,2.8304,2.6762,2.7192,2440017.7801469304,897329.28072482
1599868800000,2020-09-12 00:00:00,EOS/USD,2.7896,2.833,2.74340687,2.8089,2044753.9805009095,727955.42044961
1599782400000,2020-09-11 00:00:00,EOS/USD,2.7802,2.8237,2.7204,2.7889,2861579.43330683,1026060.25074647
1599696000000,2020-09-10 00:00:00,EOS/USD,2.7607,2.8512,2.7487,2.7825,2366253.0762861064,850405.41825197
1599609600000,2020-09-09 00:00:00,EOS/USD,2.7692,2.8198,2.7036,2.7553,717579.9659794256,260436.23778878
1599523200000,2020-09-08 00:00:00,EOS/USD,2.8608,2.86862336,2.6772,2.769,2019234.8917367847,729228.92442643
1599436800000,2020-09-07 00:00:00,EOS/USD,2.9075,2.9453,2.6727,2.8595,4648640.75768648,1625683.07665203
1599350400000,2020-09-06 00:00:00,EOS/USD,2.9465,3.0299,2.8217,2.9081,1634988.5626991182,562218.82421482
1599264000000,2020-09-05 00:00:00,EOS/USD,3.0049,3.1605,2.7824,2.9359,10775526.464653505,3670263.45061259
1599177600000,2020-09-04 00:00:00,EOS/USD,2.6138,3.2453,2.5841,3.0074,13458399.53793264,4475094.6125998
1599091200000,2020-09-03 00:00:00,EOS/USD,3.1055,3.1598,2.4778,2.6191,10039940.813128704,4051957.70971374
1599004800000,2020-09-02 00:00:00,EOS/USD,3.47825569,3.5011,2.8838,3.106,9878454.286109952,3425499.09359524
1598918400000,2020-09-01 00:00:00,EOS/USD,3.2123,3.5561000000000003,3.1542,3.48,5566892.117920835,1764914.12019556
1598832000000,2020-08-31 00:00:00,EOS/USD,3.2684,3.3011778799999996,3.1987,3.2125,1325465.0679176776,414376.17404498
1598745600000,2020-08-30 00:00:00,EOS/USD,3.1342,3.277,3.1342,3.2671,2924840.8977436204,933201.74135142
1598659200000,2020-08-29 00:00:00,EOS/USD,3.1193,3.2107,3.0891,3.1341,3961231.5687058787,1282325.45683399
1598572800000,2020-08-28 00:00:00,EOS/USD,2.9838,3.18,2.9464,3.1199,2012853.2824785174,683156.82951348
1598486400000,2020-08-27 00:00:00,EOS/USD,3.1195,3.1500999999999997,2.8577,2.9827999999999997,4774178.475949552,1670636.69242732
1598400000000,2020-08-26 00:00:00,EOS/USD,3.1247,3.17,3.0666,3.1219,1812627.0317141723,591086.88179553
1598313600000,2020-08-25 00:00:00,EOS/USD,3.3877,3.3936000000000006,2.956,3.1266000000000003,10833136.500265114,3664795.83906127
1598227200000,2020-08-24 00:00:00,EOS/USD,3.3287,3.4275,3.2892,3.3886000000000003,1979327.7605033966,601765.70609978
1598140800000,2020-08-23 00:00:00,EOS/USD,3.3704,3.39,3.2303,3.3252,1825303.3612941832,565056.91771482
1598054400000,2020-08-22 00:00:00,EOS/USD,3.2541,3.3831,3.1686,3.3673000000000006,1586408.000114212,500665.27807682
1597968000000,2020-08-21 00:00:00,EOS/USD,3.4484,3.6309999999999993,3.2177,3.2458,10318735.293549422,3206866.79726184
1597881600000,2020-08-20 00:00:00,EOS/USD,3.35677537,3.4670153100000003,3.3562,3.4431999999999996,4606791.269307805,1372621.1993647
1597795200000,2020-08-19 00:00:00,EOS/USD,3.581,3.6369999999999996,3.2214,3.3510999999999997,8626374.264276408,2677833.94309195
1597708800000,2020-08-18 00:00:00,EOS/USD,3.7823,3.8267,3.5116,3.5837,5709642.94427001,1625937.73330391
1597622400000,2020-08-17 00:00:00,EOS/USD,3.8859,3.9239,3.674,3.7849,8058575.4442000035,2193406.48998367
1597536000000,2020-08-16 00:00:00,EOS/USD,3.727,3.95,3.51,3.8889000000000005,9742278.371774646,2775577.88369648
1597449600000,2020-08-15 00:00:00,EOS/USD,3.2623,3.8523,3.2623,3.7171999999999996,12600350.247323096,3862413.0973004
1597363200000,2020-08-14 00:00:00,EOS/USD,3.1447,3.2992,3.092484,3.2607,5495024.213522026,1776896.57036933
1597276800000,2020-08-13 00:00:00,EOS/USD,3.0143,3.1503,2.919,3.1430000000000002,3900182.023420901,1336136.35608801
1597190400000,2020-08-12 00:00:00,EOS/USD,3.0047,3.0483,2.8901,3.0143,1910341.3818698905,660994.90739763
1597104000000,2020-08-11 00:00:00,EOS/USD,3.2402,3.2950000000000004,2.86036155,3.0037,6759096.4274048405,2363021.70521235
1597017600000,2020-08-10 00:00:00,EOS/USD,3.0284,3.2965999999999998,2.9992,3.2377000000000002,5557693.76585074,1853058.73761361
1596931200000,2020-08-09 00:00:00,EOS/USD,3.0645,3.0820999999999996,2.9318,3.0277000000000003,2440685.3190235635,832486.97695053
1596844800000,2020-08-08 00:00:00,EOS/USD,3.00945404,3.0875000000000004,2.9726,3.0663,1513092.5971408992,509013.18614711
1596758400000,2020-08-07 00:00:00,EOS/USD,3.0859,3.245,2.7496,3.0073999999999996,6650182.341218068,2418599.92043136
1596672000000,2020-08-06 00:00:00,EOS/USD,3.0557,3.1789,3.0001,3.0878,4223007.169788456,1407622.13585829
1596585600000,2020-08-05 00:00:00,EOS/USD,3.0295,3.0985999999999994,3.0015,3.051,2742780.768597243,913803.35452182
1596499200000,2020-08-04 00:00:00,EOS/USD,3.05,3.0986999999999996,2.9488,3.0339000000000005,2682643.134030287,909740.61788873
1596412800000,2020-08-03 00:00:00,EOS/USD,2.9409,3.1184999999999996,2.9022,3.0463,3495883.517992717,1204563.26855238
1596326400000,2020-08-02 00:00:00,EOS/USD,3.3017,3.4851999999999994,2.4884,2.9409000000000005,15508800.797867322,6232438.83534292
1596240000000,2020-08-01 00:00:00,EOS/USD,3.0977,3.3347000000000007,3.072,3.3057,6597239.45103277,2147538.88379973
1596153600000,2020-07-31 00:00:00,EOS/USD,3.0536,3.1481000000000003,3.0162951,3.0949999999999998,2533390.7592930696,839901.49348884
1596067200000,2020-07-30 00:00:00,EOS/USD,3.0268,3.1065999999999994,2.9638,3.0539999999999994,2450045.4253685502,826656.80051574
1595980800000,2020-07-29 00:00:00,EOS/USD,3.0054,3.1603,2.956,3.0292,5143635.4004928,1740066.10300839
1595894400000,2020-07-28 00:00:00,EOS/USD,2.86,3.0799,2.783,3.0047842999999994,6853095.7775673745,2462485.00810901
1595808000000,2020-07-27 00:00:00,EOS/USD,2.71715129,2.9350999999999994,2.6445,2.8548999999999998,8645214.849079598,3269130.21330293
1595721600000,2020-07-26 00:00:00,EOS/USD,2.7327,2.8141,2.68578353,2.7164,3548764.3411891065,1321314.35819368
1595635200000,2020-07-25 00:00:00,EOS/USD,2.6008,2.7516,2.6003,2.7306,2345436.8297959096,901987.01295847
1595548800000,2020-07-24 00:00:00,EOS/USD,2.6528,2.6528000000000005,2.56723143,2.6,1539317.4808804041,599602.14840483
1595462400000,2020-07-23 00:00:00,EOS/USD,2.668,2.6951,2.6323,2.6564999999999994,2979797.6730448515,1132012.94421033
1595376000000,2020-07-22 00:00:00,EOS/USD,2.6278,2.6738,2.5857,2.6684,2415747.81264685,934272.27158868
1595289600000,2020-07-21 00:00:00,EOS/USD,2.5675,2.6383,2.5618,2.6270999999999995,1486862.6222842599,580397.6197534
1595203200000,2020-07-20 00:00:00,EOS/USD,2.59,2.6196000000000006,2.5402,2.5685,1496771.5824110669,589233.75419694
1595116800000,2020-07-19 00:00:00,EOS/USD,2.5075,2.6132412,2.4714,2.5871000000000004,1531281.867892387,619600.98239556
1595030400,2020-07-18 00:00:00,EOS/USD,2.499,2.521,2.486,2.505,386964.98,154208.03
1594944000,2020-07-17 00:00:00,EOS/USD,2.505,2.523,2.477,2.499,488726.35,195601.54
1594857600,2020-07-16 00:00:00,EOS/USD,2.543,2.557,2.431,2.505,1774563.78,716283.7
1594771200,2020-07-15 00:00:00,EOS/USD,2.561,2.567,2.509,2.543,1183490.24,466041.05
1594684800,2020-07-14 00:00:00,EOS/USD,2.556,2.579,2.506,2.561,776301.95,304732.34
1594598400,2020-07-13 00:00:00,EOS/USD,2.622,2.651,2.443,2.556,3664949.06,1433382.84
1594512000,2020-07-12 00:00:00,EOS/USD,2.623,2.665,2.568,2.622,1673844.45,641347.62
1594425600,2020-07-11 00:00:00,EOS/USD,2.626,2.64,2.594,2.623,466151.63,177853.04
1594339200,2020-07-10 00:00:00,EOS/USD,2.652,2.652,2.575,2.626,1093737.75,417953.42
1594252800,2020-07-09 00:00:00,EOS/USD,2.686,2.73,2.583,2.652,2869754.02,1079437.37
1594166400,2020-07-08 00:00:00,EOS/USD,2.561,2.709,2.547,2.686,2901261.73,1092179.31
1594080000,2020-07-07 00:00:00,EOS/USD,2.616,2.631,2.526,2.561,1356527.27,528707.47
1593993600,2020-07-06 00:00:00,EOS/USD,2.411,2.64,2.403,2.616,5460766.77,2142516.52
1593907200,2020-07-05 00:00:00,EOS/USD,2.461,2.472,2.325,2.411,1179250.95,492425.95
1593820800,2020-07-04 00:00:00,EOS/USD,2.42,2.498,2.42,2.461,1334397.8,541125.21
1593734400,2020-07-03 00:00:00,EOS/USD,2.362,2.456,2.354,2.42,1565654.54,647446.79
1593648000,2020-07-02 00:00:00,EOS/USD,2.379,2.389,2.309,2.362,1649123.83,702640.5
1593561600,2020-07-01 00:00:00,EOS/USD,2.371,2.407,2.359,2.379,648026.69,271622.61
1593475200,2020-06-30 00:00:00,EOS/USD,2.38,2.391,2.346,2.37,448845.55,189634.39
1593388800,2020-06-29 00:00:00,EOS/USD,2.368,2.417,2.325,2.38,795509.64,335380.6
1593302400,2020-06-28 00:00:00,EOS/USD,2.333,2.405,2.309,2.37,768011.94,325521.94
1593216000,2020-06-27 00:00:00,EOS/USD,2.484,2.484,2.193,2.333,2528270.57,1096785.39
1593129600,2020-06-26 00:00:00,EOS/USD,2.482,2.518,2.389,2.484,1436651.64,586137.4
1593043200,2020-06-25 00:00:00,EOS/USD,2.505,2.533,2.435,2.482,1013715.95,408839.2
1592956800,2020-06-24 00:00:00,EOS/USD,2.574,2.603,2.46,2.502,2729360.12,1087433.95
1592870400,2020-06-23 00:00:00,EOS/USD,2.591,2.604,2.558,2.574,1084075.48,420065.5
1592784000,2020-06-22 00:00:00,EOS/USD,2.517,2.615,2.513,2.591,2200549.51,855052.39
1592697600,2020-06-21 00:00:00,EOS/USD,2.539,2.56,2.514,2.517,833327.57,329005.78
1592611200,2020-06-20 00:00:00,EOS/USD,2.526,2.56,2.456,2.539,1691929.25,674247.35
1592524800,2020-06-19 00:00:00,EOS/USD,2.542,2.55,2.503,2.526,699309.87,276698.3
1592438400,2020-06-18 00:00:00,EOS/USD,2.573,2.577,2.5,2.542,770978.29,304097.29
1592352000,2020-06-17 00:00:00,EOS/USD,2.556,2.609,2.52,2.573,1720143.32,668811.31
1592265600,2020-06-16 00:00:00,EOS/USD,2.535,2.565,2.522,2.556,954977.56,375559.54
1592179200,2020-06-15 00:00:00,EOS/USD,2.569,2.57,2.421,2.535,1971567.76,790694.78
1592092800,2020-06-14 00:00:00,EOS/USD,2.606,2.611,2.525,2.569,1034800.51,403837.08
1592006400,2020-06-13 00:00:00,EOS/USD,2.598,2.621,2.555,2.606,490217.71,189413.65
1591920000,2020-06-12 00:00:00,EOS/USD,2.519,2.62,2.489,2.598,1331064.32,518182.72
1591833600,2020-06-11 00:00:00,EOS/USD,2.764,2.777,2.425,2.519,4640114.87,1789672.51
1591747200,2020-06-10 00:00:00,EOS/USD,2.755,2.784,2.71,2.764,1079501.65,392932.06
1591660800,2020-06-09 00:00:00,EOS/USD,2.783,2.803,2.687,2.753,2113399.7,770188.39
1591574400,2020-06-08 00:00:00,EOS/USD,2.81,2.818,2.754,2.783,697935.71,251330.54
1591488000,2020-06-07 00:00:00,EOS/USD,2.797,2.825,2.733,2.81,1608720.56,579390.02
1591401600,2020-06-06 00:00:00,EOS/USD,2.815,2.845,2.769,2.797,1842545.72,655731.64
1591315200,2020-06-05 00:00:00,EOS/USD,2.722,2.865,2.708,2.815,1957516.5,703033.07
1591228800,2020-06-04 00:00:00,EOS/USD,2.693,2.748,2.665,2.722,1664751.24,611392.25
1591142400,2020-06-03 00:00:00,EOS/USD,2.676,2.707,2.633,2.693,1876715.11,704901.39
1591056000,2020-06-02 00:00:00,EOS/USD,2.824,2.9,2.612,2.676,5298549.07,1931649.71
1590969600,2020-06-01 00:00:00,EOS/USD,2.677,2.837,2.665,2.824,2205573.86,799211.42
1590883200,2020-05-31 00:00:00,EOS/USD,2.773,2.774,2.648,2.677,3029606.39,1111414.68
1590796800,2020-05-30 00:00:00,EOS/USD,2.615,2.787,2.602,2.773,7780622.76,2903225.62
1590710400,2020-05-29 00:00:00,EOS/USD,2.615,2.675,2.591,2.615,1914806.15,725157.29
1590624000,2020-05-28 00:00:00,EOS/USD,2.572,2.627,2.52,2.615,1243238.99,482306.18
1590537600,2020-05-27 00:00:00,EOS/USD,2.507,2.581,2.505,2.569,1026647.7,403677.42
1590451200,2020-05-26 00:00:00,EOS/USD,2.525,2.533,2.46,2.507,751484.61,300481.91
1590364800,2020-05-25 00:00:00,EOS/USD,2.488,2.546,2.45,2.525,889101.18,353729.99
1590278400,2020-05-24 00:00:00,EOS/USD,2.566,2.608,2.488,2.488,1219157.69,478087.42
1590192000,2020-05-23 00:00:00,EOS/USD,2.588,2.62,2.546,2.566,544996.11,211217.37
1590105600,2020-05-22 00:00:00,EOS/USD,2.457,2.634,2.439,2.588,1889289.0,743232.27
1590019200,2020-05-21 00:00:00,EOS/USD,2.593,2.612,2.406,2.457,2049302.76,817188.94
1589932800,2020-05-20 00:00:00,EOS/USD,2.652,2.677,2.53,2.593,2024414.81,779834.38
1589846400,2020-05-19 00:00:00,EOS/USD,2.662,2.663,2.571,2.652,1387650.04,529212.03
1589760000,2020-05-18 00:00:00,EOS/USD,2.618,2.756,2.605,2.662,2962052.53,1104264.94
1589673600,2020-05-17 00:00:00,EOS/USD,2.632,2.676,2.591,2.618,2644015.96,1001453.22
1589587200,2020-05-16 00:00:00,EOS/USD,2.581,2.686,2.57,2.632,1426560.02,540817.07
1589500800,2020-05-15 00:00:00,EOS/USD,2.626,2.663,2.536,2.581,2222047.61,852410.24
1589414400,2020-05-14 00:00:00,EOS/USD,2.526,2.652,2.469,2.626,2556842.46,997207.82
1589328000,2020-05-13 00:00:00,EOS/USD,2.437,2.56,2.421,2.526,1697673.9,682028.52
1589241600,2020-05-12 00:00:00,EOS/USD,2.401,2.465,2.395,2.437,1566262.18,642830.92
1589155200,2020-05-11 00:00:00,EOS/USD,2.447,2.492,2.27,2.401,3630302.2,1519999.21
1589068800,2020-05-10 00:00:00,EOS/USD,2.751,2.751,2.261,2.447,8112679.69,3322112.1
1588982400,2020-05-09 00:00:00,EOS/USD,2.75,2.834,2.733,2.751,2071994.42,743266.74
1588896000,2020-05-08 00:00:00,EOS/USD,2.761,2.825,2.7,2.75,2944448.52,1066230.81
1588809600,2020-05-07 00:00:00,EOS/USD,2.657,2.796,2.589,2.761,3774603.37,1393896.26
1588723200,2020-05-06 00:00:00,EOS/USD,2.769,2.821,2.611,2.657,2463324.58,894500.06
1588636800,2020-05-05 00:00:00,EOS/USD,2.769,2.828,2.705,2.769,1919913.43,693367.3
1588550400,2020-05-04 00:00:00,EOS/USD,2.838,2.847,2.627,2.769,4011354.72,1475164.2
1588464000,2020-05-03 00:00:00,EOS/USD,2.942,3.014,2.768,2.838,3226374.22,1120801.36
1588377600,2020-05-02 00:00:00,EOS/USD,2.872,2.95,2.857,2.942,1905351.01,657802.96
1588291200,2020-05-01 00:00:00,EOS/USD,2.826,2.933,2.823,2.872,2811691.77,975308.01
1588204800,2020-04-30 00:00:00,EOS/USD,3.002,3.11,2.741,2.826,7264843.2,2490031.3
1588118400,2020-04-29 00:00:00,EOS/USD,2.764,3.095,2.748,3.002,8089758.1,2780779.94
1588032000,2020-04-28 00:00:00,EOS/USD,2.743,2.78,2.689,2.767,1949293.16,711790.34
1587945600,2020-04-27 00:00:00,EOS/USD,2.743,2.818,2.678,2.743,2924684.05,1072703.22
1587859200,2020-04-26 00:00:00,EOS/USD,2.698,2.779,2.674,2.743,1039903.31,381736.34
1587772800,2020-04-25 00:00:00,EOS/USD,2.709,2.805,2.651,2.698,2630497.17,966845.95
1587686400,2020-04-24 00:00:00,EOS/USD,2.681,2.745,2.669,2.709,2104126.11,776054.51
1587600000,2020-04-23 00:00:00,EOS/USD,2.627,2.776,2.586,2.681,3634450.08,1356280.77
1587513600,2020-04-22 00:00:00,EOS/USD,2.523,2.661,2.51,2.627,2379355.41,912567.18
1587427200,2020-04-21 00:00:00,EOS/USD,2.511,2.573,2.484,2.523,1830782.98,722595.37
1587340800,2020-04-20 00:00:00,EOS/USD,2.604,2.71,2.44,2.511,4716956.46,1836211.72
1587254400,2020-04-19 00:00:00,EOS/USD,2.738,2.741,2.537,2.604,2909201.38,1109399.81
1587168000,2020-04-18 00:00:00,EOS/USD,2.623,2.77,2.616,2.738,1557883.97,575763.11
1587081600,2020-04-17 00:00:00,EOS/USD,2.66,2.678,2.585,2.623,1597223.98,607188.9
1586995200,2020-04-16 00:00:00,EOS/USD,2.406,2.738,2.337,2.66,6709346.44,2574576.3
1586908800,2020-04-15 00:00:00,EOS/USD,2.455,2.501,2.396,2.406,1486155.39,608271.83
1586822400,2020-04-14 00:00:00,EOS/USD,2.443,2.508,2.415,2.462,1040676.33,422725.36
1586736000,2020-04-13 00:00:00,EOS/USD,2.503,2.503,2.331,2.443,4664749.37,1948380.08
1586649600,2020-04-12 00:00:00,EOS/USD,2.51,2.596,2.458,2.503,2114150.53,833508.62
1586563200,2020-04-11 00:00:00,EOS/USD,2.493,2.549,2.429,2.512,1732206.9,692265.97
1586476800,2020-04-10 00:00:00,EOS/USD,2.73,2.744,2.416,2.493,8612363.3,3395704.41
1586390400,2020-04-09 00:00:00,EOS/USD,2.744,2.76,2.677,2.73,1217747.88,446937.02
1586304000,2020-04-08 00:00:00,EOS/USD,2.636,2.798,2.589,2.744,4340861.47,1594492.49
1586217600,2020-04-07 00:00:00,EOS/USD,2.767,2.832,2.557,2.636,5733074.38,2111334.22
1586131200,2020-04-06 00:00:00,EOS/USD,2.355,2.776,2.354,2.767,6651130.07,2549859.71
1586044800,2020-04-05 00:00:00,EOS/USD,2.362,2.393,2.32,2.355,1358338.85,576945.67
1585958400,2020-04-04 00:00:00,EOS/USD,2.334,2.407,2.289,2.365,1401801.88,598713.43
1585872000,2020-04-03 00:00:00,EOS/USD,2.299,2.388,2.272,2.334,2640114.02,1131823.44
1585785600,2020-04-02 00:00:00,EOS/USD,2.269,2.531,2.253,2.299,6773226.47,2893280.75
1585699200,2020-04-01 00:00:00,EOS/USD,2.216,2.314,2.142,2.269,2432541.05,1095876.51
1585612800,2020-03-31 00:00:00,EOS/USD,2.232,2.261,2.186,2.216,1105114.51,496261.52
1585526400,2020-03-30 00:00:00,EOS/USD,2.123,2.285,2.116,2.232,1998157.84,901811.64
1585440000,2020-03-29 00:00:00,EOS/USD,2.212,2.219,2.102,2.123,1532674.34,709384.53
1585353600,2020-03-28 00:00:00,EOS/USD,2.194,2.245,2.091,2.206,4297134.66,1982860.86
1585267200,2020-03-27 00:00:00,EOS/USD,2.33,2.373,2.146,2.194,5001489.71,2209150.18
1585180800,2020-03-26 00:00:00,EOS/USD,2.296,2.342,2.265,2.33,1557874.0,677006.77
1585094400,2020-03-25 00:00:00,EOS/USD,2.35,2.374,2.227,2.296,2026859.06,882633.98
1585008000,2020-03-24 00:00:00,EOS/USD,2.296,2.382,2.282,2.35,1939948.14,834411.58
1584921600,2020-03-23 00:00:00,EOS/USD,2.136,2.355,2.063,2.296,3944499.56,1767087.18
1584835200,2020-03-22 00:00:00,EOS/USD,2.28,2.395,2.098,2.136,3902394.15,1764062.79
1584748800,2020-03-21 00:00:00,EOS/USD,2.205,2.367,2.112,2.278,3411838.77,1532772.91
1584662400,2020-03-20 00:00:00,EOS/USD,2.285,2.526,1.89,2.205,9970958.13,4456103.99
1584576000,2020-03-19 00:00:00,EOS/USD,2.009,2.4,1.975,2.285,7048572.32,3171091.85
1584489600,2020-03-18 00:00:00,EOS/USD,1.978,2.015,1.877,2.009,2588746.77,1325875.19
1584403200,2020-03-17 00:00:00,EOS/USD,1.904,2.044,1.881,1.978,3183122.99,1602498.83
1584316800,2020-03-16 00:00:00,EOS/USD,2.053,2.058,1.721,1.904,6564424.55,3520436.91
1584230400,2020-03-15 00:00:00,EOS/USD,1.976,2.16,1.955,2.053,4266548.77,2081878.63
1584144000,2020-03-14 00:00:00,EOS/USD,2.124,2.139,1.947,1.977,5697607.58,2788327.8
1584057600,2020-03-13 00:00:00,EOS/USD,1.782,2.249,1.42,2.124,31750774.37,17058519.68
1583971200,2020-03-12 00:00:00,EOS/USD,3.083,3.097,1.69,1.782,52122412.14,23765508.26
1583884800,2020-03-11 00:00:00,EOS/USD,3.082,3.12,2.858,3.083,3168515.09,1061752.08
1583798400,2020-03-10 00:00:00,EOS/USD,3.071,3.167,3.001,3.082,5685083.42,1840137.49
1583712000,2020-03-09 00:00:00,EOS/USD,3.055,3.18,2.86,3.071,9582681.26,3138290.5
1583625600,2020-03-08 00:00:00,EOS/USD,3.657,3.657,2.994,3.055,14586209.39,4464663.73
1583539200,2020-03-07 00:00:00,EOS/USD,3.854,3.863,3.63,3.657,3437305.79,923715.78
1583452800,2020-03-06 00:00:00,EOS/USD,3.778,3.881,3.723,3.852,2357088.99,619557.76
1583366400,2020-03-05 00:00:00,EOS/USD,3.605,3.849,3.605,3.778,5085744.48,1359996.02
1583280000,2020-03-04 00:00:00,EOS/USD,3.64,3.684,3.533,3.605,2795700.81,778163.16
1583193600,2020-03-03 00:00:00,EOS/USD,3.726,3.73,3.568,3.64,3881919.69,1062913.93
1583107200,2020-03-02 00:00:00,EOS/USD,3.531,3.773,3.502,3.726,5595504.44,1531729.71
1583020800,2020-03-01 00:00:00,EOS/USD,3.523,3.66,3.432,3.531,4387810.42,1236494.84
1582934400,2020-02-29 00:00:00,EOS/USD,3.531,3.669,3.517,3.523,2389908.16,667325.06
1582848000,2020-02-28 00:00:00,EOS/USD,3.617,3.681,3.353,3.529,5915385.5,1681307.46
1582761600,2020-02-27 00:00:00,EOS/USD,3.538,3.74,3.39,3.617,8954377.21,2493520.49
1582675200,2020-02-26 00:00:00,EOS/USD,4.084,4.111,3.329,3.538,20480569.5,5626495.53
1582588800,2020-02-25 00:00:00,EOS/USD,4.128,4.243,3.895,4.084,8762242.53,2143911.15
1582502400,2020-02-24 00:00:00,EOS/USD,4.399,4.412,3.911,4.128,6694072.72,1619029.96
1582416000,2020-02-23 00:00:00,EOS/USD,4.122,4.411,4.093,4.399,7315469.53,1703892.33
1582329600,2020-02-22 00:00:00,EOS/USD,4.049,4.168,3.977,4.122,3260619.2,798577.87
1582243200,2020-02-21 00:00:00,EOS/USD,4.002,4.193,3.95,4.045,6816524.92,1670708.92
1582156800,2020-02-20 00:00:00,EOS/USD,3.972,4.074,3.782,4.002,13794129.34,3465362.1
1582070400,2020-02-19 00:00:00,EOS/USD,4.591,4.613,3.625,3.972,21381534.49,5246685.5
1581984000,2020-02-18 00:00:00,EOS/USD,4.355,4.667,4.259,4.591,9849522.36,2192510.17
1581897600,2020-02-17 00:00:00,EOS/USD,4.385,4.415,4.03,4.355,11222585.86,2647634.01
1581811200,2020-02-16 00:00:00,EOS/USD,4.75,4.85,4.05,4.385,17000333.16,3883629.55
1581724800,2020-02-15 00:00:00,EOS/USD,5.36,5.387,4.506,4.75,17549525.32,3626416.46
1581638400,2020-02-14 00:00:00,EOS/USD,5.356,5.423,5.217,5.36,8258713.67,1548566.66
1581552000,2020-02-13 00:00:00,EOS/USD,5.333,5.486,5.17,5.356,8359653.94,1574927.53
1581465600,2020-02-12 00:00:00,EOS/USD,5.257,5.459,5.256,5.333,8553663.65,1596008.89
1581379200,2020-02-11 00:00:00,EOS/USD,4.897,5.3,4.793,5.257,4473163.71,875215.44
1581292800,2020-02-10 00:00:00,EOS/USD,5.004,5.033,4.734,4.897,3902210.57,803653.81
1581206400,2020-02-09 00:00:00,EOS/USD,4.756,5.035,4.753,5.004,4754693.98,963375.32
1581120000,2020-02-08 00:00:00,EOS/USD,4.589,4.849,4.434,4.756,6057812.38,1286338.07
1581033600,2020-02-07 00:00:00,EOS/USD,4.585,4.694,4.503,4.589,3720127.93,809310.02
1580947200,2020-02-06 00:00:00,EOS/USD,4.534,4.666,4.428,4.585,5937196.5,1302816.51
1580860800,2020-02-05 00:00:00,EOS/USD,4.238,4.588,4.173,4.534,9487237.01,2142438.25
1580774400,2020-02-04 00:00:00,EOS/USD,4.21,4.268,4.07,4.238,3058280.48,735683.51
1580688000,2020-02-03 00:00:00,EOS/USD,4.227,4.381,4.134,4.21,6031281.99,1412083.22
1580601600,2020-02-02 00:00:00,EOS/USD,4.164,4.346,4.05,4.227,6374897.63,1508583.62
1580515200,2020-02-01 00:00:00,EOS/USD,4.158,4.273,4.082,4.164,2059447.79,493492.54
1580428800,2020-01-31 00:00:00,EOS/USD,4.323,4.37,4.027,4.158,7520468.23,1799405.47
1580342400,2020-01-30 00:00:00,EOS/USD,3.964,4.392,3.893,4.323,8385960.21,1996124.05
